timestamp_id,year,month,day,hour,minute,second,quarter,weekday,isotime,weight
4734,2016,May,23,6,57,41,2,Mon,2016-05-23T06:57:41,253800
4735,2016,May,23,7,14,41,2,Mon,2016-05-23T07:14:41,314900
4736,2016,May,23,8,32,59,2,Mon,2016-05-23T08:32:59,371300
4737,2016,May,23,9,22,46,2,Mon,2016-05-23T09:22:46,399500
4738,2016,May,23,10,24,35,2,Mon,2016-05-23T10:24:35,404200
4739,2016,May,23,11,22,55,2,Mon,2016-05-23T11:22:55,470000
4740,2016,May,23,12,47,6,2,Mon,2016-05-23T12:47:06,437100
4741,2016,May,23,13,44,47,2,Mon,2016-05-23T13:44:47,423000
4742,2016,May,23,14,50,32,2,Mon,2016-05-23T14:50:32,432400
4743,2016,May,23,15,45,37,2,Mon,2016-05-23T15:45:37,390100
4744,2016,May,23,16,46,30,2,Mon,2016-05-23T16:46:30,390100
4745,2016,May,23,17,1,49,2,Mon,2016-05-23T17:01:49,310200
4746,2016,May,23,18,12,34,2,Mon,2016-05-23T18:12:34,305500
4747,2016,May,23,19,51,26,2,Mon,2016-05-23T19:51:26,286700
4748,2016,May,23,20,1,26,2,Mon,2016-05-23T20:01:26,338400
4749,2016,May,23,21,42,27,2,Mon,2016-05-23T21:42:27,319600
4750,2016,May,23,22,37,35,2,Mon,2016-05-23T22:37:35,258500
4751,2016,May,23,23,35,15,2,Mon,2016-05-23T23:35:15,235000
4752,2016,May,24,0,6,5,2,Tue,2016-05-24T00:06:05,120555
4753,2016,May,24,1,55,21,2,Tue,2016-05-24T01:55:21,85728
4754,2016,May,24,2,26,34,2,Tue,2016-05-24T02:26:34,91086
4755,2016,May,24,3,19,41,2,Tue,2016-05-24T03:19:41,91086
4756,2016,May,24,4,13,31,2,Tue,2016-05-24T04:13:31,75012
4757,2016,May,24,5,29,11,2,Tue,2016-05-24T05:29:11,96444
4758,2016,May,24,6,40,41,2,Tue,2016-05-24T06:40:41,144666
4759,2016,May,24,7,57,42,2,Tue,2016-05-24T07:57:42,179493
4760,2016,May,24,8,37,37,2,Tue,2016-05-24T08:37:37,211641
4761,2016,May,24,9,18,33,2,Tue,2016-05-24T09:18:33,227715
4762,2016,May,24,10,34,30,2,Tue,2016-05-24T10:34:30,230394
4763,2016,May,24,11,50,23,2,Tue,2016-05-24T11:50:23,267900
4764,2016,May,24,12,6,53,2,Tue,2016-05-24T12:06:53,249147
4765,2016,May,24,13,56,46,2,Tue,2016-05-24T13:56:46,241110
4766,2016,May,24,14,0,21,2,Tue,2016-05-24T14:00:21,246468
4767,2016,May,24,15,48,22,2,Tue,2016-05-24T15:48:22,222357
4768,2016,May,24,16,29,9,2,Tue,2016-05-24T16:29:09,222357
4769,2016,May,24,17,34,17,2,Tue,2016-05-24T17:34:17,176814
4770,2016,May,24,18,3,4,2,Tue,2016-05-24T18:03:04,174135
4771,2016,May,24,19,28,11,2,Tue,2016-05-24T19:28:11,163419
4772,2016,May,24,20,50,52,2,Tue,2016-05-24T20:50:52,192888
4773,2016,May,24,21,31,41,2,Tue,2016-05-24T21:31:41,182172
4774,2016,May,24,22,56,19,2,Tue,2016-05-24T22:56:19,147345
4775,2016,May,24,23,40,32,2,Tue,2016-05-24T23:40:32,133950
4776,2016,May,25,0,9,10,2,Wed,2016-05-25T00:09:10,122670
4777,2016,May,25,1,37,4,2,Wed,2016-05-25T01:37:04,87232
4778,2016,May,25,2,43,15,2,Wed,2016-05-25T02:43:15,92684
4779,2016,May,25,3,59,32,2,Wed,2016-05-25T03:59:32,92684
4780,2016,May,25,4,43,45,2,Wed,2016-05-25T04:43:45,76328
4781,2016,May,25,5,10,29,2,Wed,2016-05-25T05:10:29,98136
4782,2016,May,25,6,2,7,2,Wed,2016-05-25T06:02:07,147204
4783,2016,May,25,7,51,33,2,Wed,2016-05-25T07:51:33,182642
4784,2016,May,25,8,22,48,2,Wed,2016-05-25T08:22:48,215354
4785,2016,May,25,9,21,27,2,Wed,2016-05-25T09:21:27,231710
4786,2016,May,25,10,22,14,2,Wed,2016-05-25T10:22:14,234436
4787,2016,May,25,11,59,7,2,Wed,2016-05-25T11:59:07,272600
4788,2016,May,25,12,53,26,2,Wed,2016-05-25T12:53:26,253518
4789,2016,May,25,13,50,47,2,Wed,2016-05-25T13:50:47,245340
4790,2016,May,25,14,31,46,2,Wed,2016-05-25T14:31:46,250792
4791,2016,May,25,15,38,37,2,Wed,2016-05-25T15:38:37,226258
4792,2016,May,25,16,32,56,2,Wed,2016-05-25T16:32:56,226258
4793,2016,May,25,17,5,36,2,Wed,2016-05-25T17:05:36,179916
4794,2016,May,25,18,38,45,2,Wed,2016-05-25T18:38:45,177190
4795,2016,May,25,19,37,29,2,Wed,2016-05-25T19:37:29,166286
4796,2016,May,25,20,19,1,2,Wed,2016-05-25T20:19:01,196272
4797,2016,May,25,21,21,34,2,Wed,2016-05-25T21:21:34,185368
4798,2016,May,25,22,30,7,2,Wed,2016-05-25T22:30:07,149930
4799,2016,May,25,23,42,52,2,Wed,2016-05-25T23:42:52,136300
4800,2016,May,26,0,42,59,2,Thu,2016-05-26T00:42:59,130095
4801,2016,May,26,1,51,35,2,Thu,2016-05-26T01:51:35,92512
4802,2016,May,26,2,46,19,2,Thu,2016-05-26T02:46:19,98294
4803,2016,May,26,3,55,57,2,Thu,2016-05-26T03:55:57,98294
4804,2016,May,26,4,58,6,2,Thu,2016-05-26T04:58:06,80948
4805,2016,May,26,5,39,50,2,Thu,2016-05-26T05:39:50,104076
4806,2016,May,26,6,23,2,2,Thu,2016-05-26T06:23:02,156114
4807,2016,May,26,7,58,49,2,Thu,2016-05-26T07:58:49,193697
4808,2016,May,26,8,37,48,2,Thu,2016-05-26T08:37:48,228389
4809,2016,May,26,9,11,50,2,Thu,2016-05-26T09:11:50,245735
4810,2016,May,26,10,19,42,2,Thu,2016-05-26T10:19:42,248626
4811,2016,May,26,11,55,11,2,Thu,2016-05-26T11:55:11,289100
4812,2016,May,26,12,21,52,2,Thu,2016-05-26T12:21:52,268863
4813,2016,May,26,13,30,14,2,Thu,2016-05-26T13:30:14,260190
4814,2016,May,26,14,24,53,2,Thu,2016-05-26T14:24:53,265972
4815,2016,May,26,15,21,40,2,Thu,2016-05-26T15:21:40,239953
4816,2016,May,26,16,53,45,2,Thu,2016-05-26T16:53:45,239953
4817,2016,May,26,17,34,52,2,Thu,2016-05-26T17:34:52,190806
4818,2016,May,26,18,0,23,2,Thu,2016-05-26T18:00:23,187915
4819,2016,May,26,19,59,21,2,Thu,2016-05-26T19:59:21,176351
4820,2016,May,26,20,36,56,2,Thu,2016-05-26T20:36:56,208152
4821,2016,May,26,21,28,13,2,Thu,2016-05-26T21:28:13,196588
4822,2016,May,26,22,29,26,2,Thu,2016-05-26T22:29:26,159005
4823,2016,May,26,23,36,47,2,Thu,2016-05-26T23:36:47,144550
4824,2016,May,27,0,50,36,2,Fri,2016-05-27T00:50:36,211680
4825,2016,May,27,1,20,27,2,Fri,2016-05-27T01:20:27,150528
4826,2016,May,27,2,27,30,2,Fri,2016-05-27T02:27:30,159936
4827,2016,May,27,3,12,10,2,Fri,2016-05-27T03:12:10,159936
4828,2016,May,27,4,30,3,2,Fri,2016-05-27T04:30:03,131712
4829,2016,May,27,5,49,12,2,Fri,2016-05-27T05:49:12,169344
4830,2016,May,27,6,2,31,2,Fri,2016-05-27T06:02:31,254016
4831,2016,May,27,7,54,0,2,Fri,2016-05-27T07:54:00,315168
4832,2016,May,27,8,10,6,2,Fri,2016-05-27T08:10:06,371616
4833,2016,May,27,9,10,33,2,Fri,2016-05-27T09:10:33,399840
4834,2016,May,27,10,13,43,2,Fri,2016-05-27T10:13:43,404544
4835,2016,May,27,11,47,7,2,Fri,2016-05-27T11:47:07,470400
4836,2016,May,27,12,43,7,2,Fri,2016-05-27T12:43:07,437472
4837,2016,May,27,13,54,27,2,Fri,2016-05-27T13:54:27,423360
4838,2016,May,27,14,12,33,2,Fri,2016-05-27T14:12:33,432768
4839,2016,May,27,15,57,1,2,Fri,2016-05-27T15:57:01,390432
4840,2016,May,27,16,10,24,2,Fri,2016-05-27T16:10:24,390432
4841,2016,May,27,17,10,7,2,Fri,2016-05-27T17:10:07,310464
4842,2016,May,27,18,26,55,2,Fri,2016-05-27T18:26:55,305760
4843,2016,May,27,19,21,32,2,Fri,2016-05-27T19:21:32,286944
4844,2016,May,27,20,48,14,2,Fri,2016-05-27T20:48:14,338688
4845,2016,May,27,21,43,29,2,Fri,2016-05-27T21:43:29,319872
4846,2016,May,27,22,3,7,2,Fri,2016-05-27T22:03:07,258720
4847,2016,May,27,23,7,12,2,Fri,2016-05-27T23:07:12,235200
4848,2016,May,28,0,33,6,2,Sat,2016-05-28T00:33:06,183015
4849,2016,May,28,1,6,35,2,Sat,2016-05-28T01:06:35,130144
4850,2016,May,28,2,45,5,2,Sat,2016-05-28T02:45:05,138278
4851,2016,May,28,3,39,5,2,Sat,2016-05-28T03:39:05,138278
4852,2016,May,28,4,0,59,2,Sat,2016-05-28T04:00:59,113876
4853,2016,May,28,5,11,16,2,Sat,2016-05-28T05:11:16,146412
4854,2016,May,28,6,59,29,2,Sat,2016-05-28T06:59:29,219618
4855,2016,May,28,7,37,33,2,Sat,2016-05-28T07:37:33,272489
4856,2016,May,28,8,58,9,2,Sat,2016-05-28T08:58:09,321293
4857,2016,May,28,9,19,42,2,Sat,2016-05-28T09:19:42,345695
4858,2016,May,28,10,18,53,2,Sat,2016-05-28T10:18:53,349762
4859,2016,May,28,11,36,36,2,Sat,2016-05-28T11:36:36,406700
4860,2016,May,28,12,39,14,2,Sat,2016-05-28T12:39:14,378231
4861,2016,May,28,13,20,17,2,Sat,2016-05-28T13:20:17,366030
4862,2016,May,28,14,48,8,2,Sat,2016-05-28T14:48:08,374164
4863,2016,May,28,15,59,46,2,Sat,2016-05-28T15:59:46,337561
4864,2016,May,28,16,40,31,2,Sat,2016-05-28T16:40:31,337561
4865,2016,May,28,17,10,21,2,Sat,2016-05-28T17:10:21,268422
4866,2016,May,28,18,59,58,2,Sat,2016-05-28T18:59:58,264355
4867,2016,May,28,19,42,12,2,Sat,2016-05-28T19:42:12,248087
4868,2016,May,28,20,15,8,2,Sat,2016-05-28T20:15:08,292824
4869,2016,May,28,21,47,39,2,Sat,2016-05-28T21:47:39,276556
4870,2016,May,28,22,58,25,2,Sat,2016-05-28T22:58:25,223685
4871,2016,May,28,23,30,24,2,Sat,2016-05-28T23:30:24,203350
4872,2016,May,29,0,3,37,2,Sun,2016-05-29T00:03:37,191835
4873,2016,May,29,1,11,38,2,Sun,2016-05-29T01:11:38,136416
4874,2016,May,29,2,50,1,2,Sun,2016-05-29T02:50:01,144942
4875,2016,May,29,3,18,6,2,Sun,2016-05-29T03:18:06,144942
4876,2016,May,29,4,52,3,2,Sun,2016-05-29T04:52:03,119364
4877,2016,May,29,5,27,2,2,Sun,2016-05-29T05:27:02,153468
4878,2016,May,29,6,9,13,2,Sun,2016-05-29T06:09:13,230202
4879,2016,May,29,7,58,58,2,Sun,2016-05-29T07:58:58,285621
4880,2016,May,29,8,19,4,2,Sun,2016-05-29T08:19:04,336777
4881,2016,May,29,9,42,12,2,Sun,2016-05-29T09:42:12,362355
4882,2016,May,29,10,1,36,2,Sun,2016-05-29T10:01:36,366618
4883,2016,May,29,11,28,24,2,Sun,2016-05-29T11:28:24,426300
4884,2016,May,29,12,27,42,2,Sun,2016-05-29T12:27:42,396459
4885,2016,May,29,13,30,13,2,Sun,2016-05-29T13:30:13,383670
4886,2016,May,29,14,17,44,2,Sun,2016-05-29T14:17:44,392196
4887,2016,May,29,15,43,4,2,Sun,2016-05-29T15:43:04,353829
4888,2016,May,29,16,45,22,2,Sun,2016-05-29T16:45:22,353829
4889,2016,May,29,17,31,27,2,Sun,2016-05-29T17:31:27,281358
4890,2016,May,29,18,21,39,2,Sun,2016-05-29T18:21:39,277095
4891,2016,May,29,19,54,1,2,Sun,2016-05-29T19:54:01,260043
4892,2016,May,29,20,42,2,2,Sun,2016-05-29T20:42:02,306936
4893,2016,May,29,21,54,7,2,Sun,2016-05-29T21:54:07,289884
4894,2016,May,29,22,37,38,2,Sun,2016-05-29T22:37:38,234465
4895,2016,May,29,23,30,28,2,Sun,2016-05-29T23:30:28,213150
4896,2016,May,30,0,12,44,2,Mon,2016-05-30T00:12:44,220500
4897,2016,May,30,1,55,28,2,Mon,2016-05-30T01:55:28,156800
4898,2016,May,30,2,32,0,2,Mon,2016-05-30T02:32:00,166600
4899,2016,May,30,3,16,15,2,Mon,2016-05-30T03:16:15,166600
4900,2016,May,30,4,2,59,2,Mon,2016-05-30T04:02:59,137200
4901,2016,May,30,5,14,53,2,Mon,2016-05-30T05:14:53,176400
4902,2016,May,30,6,48,58,2,Mon,2016-05-30T06:48:58,264600
4903,2016,May,30,7,20,50,2,Mon,2016-05-30T07:20:50,328300
4904,2016,May,30,8,46,32,2,Mon,2016-05-30T08:46:32,387100
4905,2016,May,30,9,17,48,2,Mon,2016-05-30T09:17:48,416500
4906,2016,May,30,10,2,25,2,Mon,2016-05-30T10:02:25,421400
4907,2016,May,30,11,23,44,2,Mon,2016-05-30T11:23:44,490000
4908,2016,May,30,12,13,15,2,Mon,2016-05-30T12:13:15,455700
4909,2016,May,30,13,59,12,2,Mon,2016-05-30T13:59:12,441000
4910,2016,May,30,14,20,1,2,Mon,2016-05-30T14:20:01,450800
4911,2016,May,30,15,39,45,2,Mon,2016-05-30T15:39:45,406700
4912,2016,May,30,16,6,3,2,Mon,2016-05-30T16:06:03,406700
4913,2016,May,30,17,5,14,2,Mon,2016-05-30T17:05:14,323400
4914,2016,May,30,18,51,22,2,Mon,2016-05-30T18:51:22,318500
4915,2016,May,30,19,38,46,2,Mon,2016-05-30T19:38:46,298900
4916,2016,May,30,20,6,34,2,Mon,2016-05-30T20:06:34,352800
4917,2016,May,30,21,25,17,2,Mon,2016-05-30T21:25:17,333200
4918,2016,May,30,22,40,12,2,Mon,2016-05-30T22:40:12,269500
4919,2016,May,30,23,51,11,2,Mon,2016-05-30T23:51:11,245000
4920,2016,May,31,0,28,28,2,Tue,2016-05-31T00:28:28,125685
4921,2016,May,31,1,29,14,2,Tue,2016-05-31T01:29:14,89376
4922,2016,May,31,2,56,58,2,Tue,2016-05-31T02:56:58,94962
4923,2016,May,31,3,37,5,2,Tue,2016-05-31T03:37:05,94962
4924,2016,May,31,4,49,32,2,Tue,2016-05-31T04:49:32,78204
4925,2016,May,31,5,35,11,2,Tue,2016-05-31T05:35:11,100548
4926,2016,May,31,6,44,7,2,Tue,2016-05-31T06:44:07,150822
4927,2016,May,31,7,51,21,2,Tue,2016-05-31T07:51:21,187131
4928,2016,May,31,8,53,37,2,Tue,2016-05-31T08:53:37,220647
4929,2016,May,31,9,11,4,2,Tue,2016-05-31T09:11:04,237405
4930,2016,May,31,10,45,16,2,Tue,2016-05-31T10:45:16,240198
4931,2016,May,31,11,45,48,2,Tue,2016-05-31T11:45:48,279300
4932,2016,May,31,12,27,57,2,Tue,2016-05-31T12:27:57,259749
4933,2016,May,31,13,19,13,2,Tue,2016-05-31T13:19:13,251370
4934,2016,May,31,14,8,6,2,Tue,2016-05-31T14:08:06,256956
4935,2016,May,31,15,43,15,2,Tue,2016-05-31T15:43:15,231819
4936,2016,May,31,16,59,58,2,Tue,2016-05-31T16:59:58,231819
4937,2016,May,31,17,40,13,2,Tue,2016-05-31T17:40:13,184338
4938,2016,May,31,18,19,16,2,Tue,2016-05-31T18:19:16,181545
4939,2016,May,31,19,50,3,2,Tue,2016-05-31T19:50:03,170373
4940,2016,May,31,20,55,6,2,Tue,2016-05-31T20:55:06,201096
4941,2016,May,31,21,52,9,2,Tue,2016-05-31T21:52:09,189924
4942,2016,May,31,22,34,31,2,Tue,2016-05-31T22:34:31,153615
4943,2016,May,31,23,56,52,2,Tue,2016-05-31T23:56:52,139650
4944,2016,Jun,1,0,16,45,2,Wed,2016-06-01T00:16:45,127890
4945,2016,Jun,1,1,8,5,2,Wed,2016-06-01T01:08:05,90944
4946,2016,Jun,1,2,7,48,2,Wed,2016-06-01T02:07:48,96628
4947,2016,Jun,1,3,12,52,2,Wed,2016-06-01T03:12:52,96628
4948,2016,Jun,1,4,39,32,2,Wed,2016-06-01T04:39:32,79576
4949,2016,Jun,1,5,15,14,2,Wed,2016-06-01T05:15:14,102312
4950,2016,Jun,1,6,8,28,2,Wed,2016-06-01T06:08:28,153468
4951,2016,Jun,1,7,12,31,2,Wed,2016-06-01T07:12:31,190414
4952,2016,Jun,1,8,55,52,2,Wed,2016-06-01T08:55:52,224518
4953,2016,Jun,1,9,39,31,2,Wed,2016-06-01T09:39:31,241570
4954,2016,Jun,1,10,6,55,2,Wed,2016-06-01T10:06:55,244412
4955,2016,Jun,1,11,23,27,2,Wed,2016-06-01T11:23:27,284200
4956,2016,Jun,1,12,34,11,2,Wed,2016-06-01T12:34:11,264306
4957,2016,Jun,1,13,0,26,2,Wed,2016-06-01T13:00:26,255780
4958,2016,Jun,1,14,41,51,2,Wed,2016-06-01T14:41:51,261464
4959,2016,Jun,1,15,36,39,2,Wed,2016-06-01T15:36:39,235886
4960,2016,Jun,1,16,8,58,2,Wed,2016-06-01T16:08:58,235886
4961,2016,Jun,1,17,37,45,2,Wed,2016-06-01T17:37:45,187572
4962,2016,Jun,1,18,8,44,2,Wed,2016-06-01T18:08:44,184730
4963,2016,Jun,1,19,24,59,2,Wed,2016-06-01T19:24:59,173362
4964,2016,Jun,1,20,23,46,2,Wed,2016-06-01T20:23:46,204624
4965,2016,Jun,1,21,33,34,2,Wed,2016-06-01T21:33:34,193256
4966,2016,Jun,1,22,12,55,2,Wed,2016-06-01T22:12:55,156310
4967,2016,Jun,1,23,45,58,2,Wed,2016-06-01T23:45:58,142100
4968,2016,Jun,2,0,13,59,2,Thu,2016-06-02T00:13:59,127440
4969,2016,Jun,2,1,22,14,2,Thu,2016-06-02T01:22:14,90624
4970,2016,Jun,2,2,39,31,2,Thu,2016-06-02T02:39:31,96288
4971,2016,Jun,2,3,52,40,2,Thu,2016-06-02T03:52:40,96288
4972,2016,Jun,2,4,59,3,2,Thu,2016-06-02T04:59:03,79296
4973,2016,Jun,2,5,49,26,2,Thu,2016-06-02T05:49:26,101952
4974,2016,Jun,2,6,38,43,2,Thu,2016-06-02T06:38:43,152928
4975,2016,Jun,2,7,53,29,2,Thu,2016-06-02T07:53:29,189744
4976,2016,Jun,2,8,2,34,2,Thu,2016-06-02T08:02:34,223728
4977,2016,Jun,2,9,20,12,2,Thu,2016-06-02T09:20:12,240720
4978,2016,Jun,2,10,20,53,2,Thu,2016-06-02T10:20:53,243552
4979,2016,Jun,2,11,10,1,2,Thu,2016-06-02T11:10:01,283200
4980,2016,Jun,2,12,20,52,2,Thu,2016-06-02T12:20:52,263376
4981,2016,Jun,2,13,55,31,2,Thu,2016-06-02T13:55:31,254880
4982,2016,Jun,2,14,48,4,2,Thu,2016-06-02T14:48:04,260544
4983,2016,Jun,2,15,35,50,2,Thu,2016-06-02T15:35:50,235056
4984,2016,Jun,2,16,57,58,2,Thu,2016-06-02T16:57:58,235056
4985,2016,Jun,2,17,57,39,2,Thu,2016-06-02T17:57:39,186912
4986,2016,Jun,2,18,49,25,2,Thu,2016-06-02T18:49:25,184080
4987,2016,Jun,2,19,52,19,2,Thu,2016-06-02T19:52:19,172752
4988,2016,Jun,2,20,36,34,2,Thu,2016-06-02T20:36:34,203904
4989,2016,Jun,2,21,11,14,2,Thu,2016-06-02T21:11:14,192576
4990,2016,Jun,2,22,42,1,2,Thu,2016-06-02T22:42:01,155760
4991,2016,Jun,2,23,30,7,2,Thu,2016-06-02T23:30:07,141600
4992,2016,Jun,3,0,44,45,2,Fri,2016-06-03T00:44:45,207360
4993,2016,Jun,3,1,13,28,2,Fri,2016-06-03T01:13:28,147456
4994,2016,Jun,3,2,18,37,2,Fri,2016-06-03T02:18:37,156672
4995,2016,Jun,3,3,19,18,2,Fri,2016-06-03T03:19:18,156672
4996,2016,Jun,3,4,0,45,2,Fri,2016-06-03T04:00:45,129024
4997,2016,Jun,3,5,39,22,2,Fri,2016-06-03T05:39:22,165888
4998,2016,Jun,3,6,17,42,2,Fri,2016-06-03T06:17:42,248832
4999,2016,Jun,3,7,5,0,2,Fri,2016-06-03T07:05:00,308736
5000,2016,Jun,3,8,38,1,2,Fri,2016-06-03T08:38:01,364032
5001,2016,Jun,3,9,57,29,2,Fri,2016-06-03T09:57:29,391680
5002,2016,Jun,3,10,56,58,2,Fri,2016-06-03T10:56:58,396288
5003,2016,Jun,3,11,3,9,2,Fri,2016-06-03T11:03:09,460800
5004,2016,Jun,3,12,5,3,2,Fri,2016-06-03T12:05:03,428544
5005,2016,Jun,3,13,16,19,2,Fri,2016-06-03T13:16:19,414720
5006,2016,Jun,3,14,46,4,2,Fri,2016-06-03T14:46:04,423936
5007,2016,Jun,3,15,59,4,2,Fri,2016-06-03T15:59:04,382464
5008,2016,Jun,3,16,52,5,2,Fri,2016-06-03T16:52:05,382464
5009,2016,Jun,3,17,14,51,2,Fri,2016-06-03T17:14:51,304128
5010,2016,Jun,3,18,37,39,2,Fri,2016-06-03T18:37:39,299520
5011,2016,Jun,3,19,2,50,2,Fri,2016-06-03T19:02:50,281088
5012,2016,Jun,3,20,53,40,2,Fri,2016-06-03T20:53:40,331776
5013,2016,Jun,3,21,20,21,2,Fri,2016-06-03T21:20:21,313344
5014,2016,Jun,3,22,38,53,2,Fri,2016-06-03T22:38:53,253440
5015,2016,Jun,3,23,50,38,2,Fri,2016-06-03T23:50:38,230400
5016,2016,Jun,4,0,29,1,2,Sat,2016-06-04T00:29:01,179280
5017,2016,Jun,4,1,34,53,2,Sat,2016-06-04T01:34:53,127488
5018,2016,Jun,4,2,43,38,2,Sat,2016-06-04T02:43:38,135456
5019,2016,Jun,4,3,46,31,2,Sat,2016-06-04T03:46:31,135456
5020,2016,Jun,4,4,46,53,2,Sat,2016-06-04T04:46:53,111552
5021,2016,Jun,4,5,25,18,2,Sat,2016-06-04T05:25:18,143424
5022,2016,Jun,4,6,54,39,2,Sat,2016-06-04T06:54:39,215136
5023,2016,Jun,4,7,1,15,2,Sat,2016-06-04T07:01:15,266928
5024,2016,Jun,4,8,22,22,2,Sat,2016-06-04T08:22:22,314736
5025,2016,Jun,4,9,53,20,2,Sat,2016-06-04T09:53:20,338640
5026,2016,Jun,4,10,10,26,2,Sat,2016-06-04T10:10:26,342624
5027,2016,Jun,4,11,12,25,2,Sat,2016-06-04T11:12:25,398400
5028,2016,Jun,4,12,3,51,2,Sat,2016-06-04T12:03:51,370512
5029,2016,Jun,4,13,1,17,2,Sat,2016-06-04T13:01:17,358560
5030,2016,Jun,4,14,56,49,2,Sat,2016-06-04T14:56:49,366528
5031,2016,Jun,4,15,38,34,2,Sat,2016-06-04T15:38:34,330672
5032,2016,Jun,4,16,13,54,2,Sat,2016-06-04T16:13:54,330672
5033,2016,Jun,4,17,19,9,2,Sat,2016-06-04T17:19:09,262944
5034,2016,Jun,4,18,38,0,2,Sat,2016-06-04T18:38:00,258960
5035,2016,Jun,4,19,46,25,2,Sat,2016-06-04T19:46:25,243024
5036,2016,Jun,4,20,52,16,2,Sat,2016-06-04T20:52:16,286848
5037,2016,Jun,4,21,15,1,2,Sat,2016-06-04T21:15:01,270912
5038,2016,Jun,4,22,2,39,2,Sat,2016-06-04T22:02:39,219120
5039,2016,Jun,4,23,11,47,2,Sat,2016-06-04T23:11:47,199200
5040,2016,Jun,5,0,28,59,2,Sun,2016-06-05T00:28:59,187920
5041,2016,Jun,5,1,38,9,2,Sun,2016-06-05T01:38:09,133632
5042,2016,Jun,5,2,53,14,2,Sun,2016-06-05T02:53:14,141984
5043,2016,Jun,5,3,53,39,2,Sun,2016-06-05T03:53:39,141984
5044,2016,Jun,5,4,46,52,2,Sun,2016-06-05T04:46:52,116928
5045,2016,Jun,5,5,21,19,2,Sun,2016-06-05T05:21:19,150336
5046,2016,Jun,5,6,41,25,2,Sun,2016-06-05T06:41:25,225504
5047,2016,Jun,5,7,32,44,2,Sun,2016-06-05T07:32:44,279792
5048,2016,Jun,5,8,49,4,2,Sun,2016-06-05T08:49:04,329904
5049,2016,Jun,5,9,32,30,2,Sun,2016-06-05T09:32:30,354960
5050,2016,Jun,5,10,14,17,2,Sun,2016-06-05T10:14:17,359136
5051,2016,Jun,5,11,16,2,2,Sun,2016-06-05T11:16:02,417600
5052,2016,Jun,5,12,54,23,2,Sun,2016-06-05T12:54:23,388368
5053,2016,Jun,5,13,36,19,2,Sun,2016-06-05T13:36:19,375840
5054,2016,Jun,5,14,57,50,2,Sun,2016-06-05T14:57:50,384192
5055,2016,Jun,5,15,36,16,2,Sun,2016-06-05T15:36:16,346608
5056,2016,Jun,5,16,14,44,2,Sun,2016-06-05T16:14:44,346608
5057,2016,Jun,5,17,19,21,2,Sun,2016-06-05T17:19:21,275616
5058,2016,Jun,5,18,33,52,2,Sun,2016-06-05T18:33:52,271440
5059,2016,Jun,5,19,18,17,2,Sun,2016-06-05T19:18:17,254736
5060,2016,Jun,5,20,56,24,2,Sun,2016-06-05T20:56:24,300672
5061,2016,Jun,5,21,31,7,2,Sun,2016-06-05T21:31:07,283968
5062,2016,Jun,5,22,44,4,2,Sun,2016-06-05T22:44:04,229680
5063,2016,Jun,5,23,26,12,2,Sun,2016-06-05T23:26:12,208800
5064,2016,Jun,6,0,41,11,2,Mon,2016-06-06T00:41:11,216000
5065,2016,Jun,6,1,43,52,2,Mon,2016-06-06T01:43:52,153600
5066,2016,Jun,6,2,43,52,2,Mon,2016-06-06T02:43:52,163200
5067,2016,Jun,6,3,13,17,2,Mon,2016-06-06T03:13:17,163200
5068,2016,Jun,6,4,55,23,2,Mon,2016-06-06T04:55:23,134400
5069,2016,Jun,6,5,41,33,2,Mon,2016-06-06T05:41:33,172800
5070,2016,Jun,6,6,28,41,2,Mon,2016-06-06T06:28:41,259200
5071,2016,Jun,6,7,28,44,2,Mon,2016-06-06T07:28:44,321600
5072,2016,Jun,6,8,39,59,2,Mon,2016-06-06T08:39:59,379200
5073,2016,Jun,6,9,49,26,2,Mon,2016-06-06T09:49:26,408000
5074,2016,Jun,6,10,13,49,2,Mon,2016-06-06T10:13:49,412800
5075,2016,Jun,6,11,34,28,2,Mon,2016-06-06T11:34:28,480000
5076,2016,Jun,6,12,54,21,2,Mon,2016-06-06T12:54:21,446400
5077,2016,Jun,6,13,6,47,2,Mon,2016-06-06T13:06:47,432000
5078,2016,Jun,6,14,13,39,2,Mon,2016-06-06T14:13:39,441600
5079,2016,Jun,6,15,30,19,2,Mon,2016-06-06T15:30:19,398400
5080,2016,Jun,6,16,59,37,2,Mon,2016-06-06T16:59:37,398400
5081,2016,Jun,6,17,48,6,2,Mon,2016-06-06T17:48:06,316800
5082,2016,Jun,6,18,53,58,2,Mon,2016-06-06T18:53:58,312000
5083,2016,Jun,6,19,1,2,2,Mon,2016-06-06T19:01:02,292800
5084,2016,Jun,6,20,59,4,2,Mon,2016-06-06T20:59:04,345600
5085,2016,Jun,6,21,43,44,2,Mon,2016-06-06T21:43:44,326400
5086,2016,Jun,6,22,44,50,2,Mon,2016-06-06T22:44:50,264000
5087,2016,Jun,6,23,14,59,2,Mon,2016-06-06T23:14:59,240000
5088,2016,Jun,7,0,35,27,2,Tue,2016-06-07T00:35:27,123120
5089,2016,Jun,7,1,41,20,2,Tue,2016-06-07T01:41:20,87552
5090,2016,Jun,7,2,32,6,2,Tue,2016-06-07T02:32:06,93024
5091,2016,Jun,7,3,5,30,2,Tue,2016-06-07T03:05:30,93024
5092,2016,Jun,7,4,18,46,2,Tue,2016-06-07T04:18:46,76608
