product_id,name,rating,price,reviews,category,subcategory,weight
1969,Saucony Women's Performance Heel Tab Athletic Socks (8 & 16 Pairs),4.8,13.99,19535,"Clothing, Shoes & Jewelry",Women,19535
1970,Broderbund PrintMaster Version 18.1,4.0,14.99,1578,Software,Lifestyle & Hobbies,1578
1971,"ORBIT Bubblemint Sugarfree Gum, 8.8-Ounce Resealable Bag, 180 Pieces",4.8,6.68,2216,Grocery & Gourmet Food,Candy & Chocolate,2216
1972,General Electric MWF Refrigerator Water Filter,4.6,32.52,11145,Tools & Home Improvement,Appliances,11145
1973,"GE Sealants & Adhesives GE5060 Advanced Silicone 2 Kitchen & Bath Sealant, 10.1oz, Almond",4.6,5.37,3847,Tools & Home Improvement,Hardware,3847
1974,"CAHAYA Melodica 2 Double Mouthpieces Tube Set Pianica Melodicas Piano Style Portable with Carrying Bag (32 Keys, Black)",4.7,23.89,1293,Musical Instruments,Keyboards,1293
1975,"Black+Decker Uncooked Rice Cooker, 3-cup, White",4.4,14.99,12121,Home & Kitchen,Small Appliances,12121
1976,CHEROKEE Workwear Professionals V-Neck Scrub Top,4.4,15.88,2970,"Clothing, Shoes & Jewelry","Uniforms, Work & Safety",2970
1977,Manna Pro 7-Grain Ultimate Chicken Scratch | Non-GMO | 10 Pounds,4.7,19.32,672,Pet Supplies,Birds,672
1978,Foo Fighters - Greatest Hits,4.8,16.59,3309,CDs & Vinyl,Hard Rock & Metal,3309
1979,Fee Brothers Black Walnut Cocktail Bitters - 5 oz,4.8,28.68,681,Grocery & Gourmet Food,Alcoholic Beverages,681
1980,"Samsung DA29-00020B Refrigerator Water Filter Replacement by Waterdrop, Compatible with Samsung DA29-00020B, DA29-00020B…",4.7,21.63,9411,Tools & Home Improvement,Appliances,9411
1981,"Haribo Gummi Candy, Alphabet Letters, 5 oz. Bag (Pack of 12)",4.7,8.00,5147,Grocery & Gourmet Food,Candy & Chocolate,5147
1982,"Swpeet 450Pcs 1"" 25mm Bronze Key Chain Rings Kit, Including 150Pcs Keychain Rings with Chain and 150Pcs Jump Ring with…",4.8,9.99,1025,"Arts, Crafts & Sewing",Beading & Jewelry Making,1025
1983,"Marvel Encyclopedia, New Edition",4.9,21.99,3894,Books,Comics & Graphic Novels,3894
1984,"ChapStick Lip Moisturizer and Skin Protectant (Original Flavor, 1 Blister 3 Count) Lip Balm Tube, Sunscreen, SPF 15, 3…",4.8,2.94,7528,Beauty & Personal Care,Skin Care,7528
1985,"Pronto 100% Pure Acetone - Quick, Professional Nail Polish Remover - For Natural, Gel, Acrylic, Sculptured Nails (4 FL…",4.4,8.75,663,Beauty & Personal Care,"Foot, Hand & Nail Care",663
1986,"Huggies Little Snugglers Diapers, Size 2, 84 Ct",4.9,24.27,8459,Baby,Baby Care,8459
1987,"Crayola Light Up Tracing Pad with Eye-Soft Technology, Gifts for Teens, Ages 6, 7, 8, 9, 10",4.6,19.99,11751,Toys & Games,Preschool,11751
1988,"Spindrift Raspberry Lime Sparkling Water, 12 Fl. Oz. Cans (Pack of 8)",4.4,5.99,1691,Grocery & Gourmet Food,Alcoholic Beverages,1691
1989,"CandyCare Disposable Face Masks, Pack of 25 - Dust Particle 3-Layer Design with Earloop Protective Cover",4.5,9.99,10274,Industrial & Scientific,Occupational Health & Safety Products,10274
1990,"Starbucks Starbuck Variety Syrup 4pk, Variety Pack",4.6,19.99,4307,Grocery & Gourmet Food,"Dairy, Cheese & Eggs",4307
1991,Soprano Ukulele Beginner Pack-21 Inch w/Gig Bag Fast Learn Songbook Digital Tuner All in One Kit,4.4,48.69,5529,Musical Instruments,"Ukuleles, Mandolins & Banjos",5529
1992,The Overdue Life of Amy Byler,4.4,4.99,7617,Kindle Store,Prime Reading,7617
1993,"Command Refill Strips, Medium, Small 12-Strips",4.5,5.50,17404,Tools & Home Improvement,Hardware,17404
1994,"200W Portable Power Station, FlashFish 40800mAh Solar Generator with 110V AC Outlet/2 DC Ports/3 USB Ports, Backup…",4.4,139.99,1193,"Patio, Lawn & Garden",Generators & Portable Power,1193
1995,"All-New Toshiba 32LF221U21 32-inch Smart HD 720p TV - Fire TV Edition, Released 2020",4.6,129.99,3105,Amazon Devices & Accessories,Amazon Devices,3105
1996,"Best Choice Products 39in Full Size Beginner Electric Guitar Starter Kit w/Case, Strap, 10W Amp, Strings, Pick, Tremolo…",4.4,114.99,2554,Musical Instruments,Guitars,2554
1997,"Wall Peg Locking Peg Hook Kit - 100 L Pegboard Hooks Tool Storage Garage Organizer Choice B/W (50, Black)",4.7,9.98,1783,Industrial & Scientific,Industrial Hardware,1783
1998,Elf on The Shelf EPSB Pets: A St. Bernard Tradition Plush,4.8,24.95,833,Toys & Games,Stuffed Animals & Toys,833
1999,"Windex Multi-Surface Cleaner and Disinfectant Spray Bottle, Citrus Fresh Scent, 23 fl oz",4.7,3.48,7293,Home & Kitchen,Cleaning Supplies,7293
2000,"Dura-Gold Premium - 40 Grit Gold - Longboard Continuous Roll 10 Yards long by 2-3/4"" wide PSA Self Adhesive Stickyback…",4.7,19.96,2041,Industrial & Scientific,Abrasive & Finishing Products,2041
2001,"Eyebrow Tattoo Pen,Tat Brow Microblading Eyebrow Pencil Waterproof Microblade Brow Pen Make Up with a Micro-Fork Tip…",4.1,12.99,8499,Beauty & Personal Care,Makeup,8499
2002,Munchkin 6 Piece Fork and Spoon Set,4.8,3.41,9462,Baby,Feeding,9462
2003,"KaraoKing Karaoke Microphone - Wireless, Bluetooth Karaoke Machine for Kids & Adults - Includes Mic with Speaker, Disco…",4.1,24.99,1460,Musical Instruments,"DJ, Electronic Music & Karaoke",1460
2004,Melissa & Doug Shapes Wooden Chunky Puzzle,4.8,6.99,2439,Toys & Games,Puzzles,2439
2005,Pokemon TCG: 3 Booster Packs – 30 Cards Total| Value Pack Includes 3 Blister Packs of Random Cards | 100% Authentic…,4.5,10.95,2026,Toys & Games,Collectible Card Games,2026
2006,"Maybelline the Falsies Lash Lift Washable Mascara Volumizing, Lengthening, Lifting, Curling, Multiplying, Eye Makeup…",4.4,6.86,6018,Beauty & Personal Care,Makeup,6018
2007,"Vetoquinol Nutri-Cal High Calorie Nutritional Oral Gel Supplement for Dogs and Cats, 4.25oz",4.5,9.79,1355,Pet Supplies,Horses,1355
2008,"Fiber Fueled: The Plant-Based Gut Health Program for Losing Weight, Restoring Your Health, and Optimizing Your…",4.8,14.31,1890,Books,Textbooks,1890
2009,Extreme Ownership: How U.S. Navy SEALs Lead and Win (New Edition),4.8,8.00,10415,Books,Biographies & Memoirs,10415
2010,To Kill a Mockingbird,4.8,2.00,29891,Books,Teens,29891
2011,Sonic's Ultimate Genesis Collection (Greatest Hits) - PlayStation 3,4.4,14.72,2056,Video Games,PlayStation 3,2056
2012,"HOTOR Car Trash Can with Lid and Storage Pockets, 100% Leak-Proof Car Organizer, Waterproof Car Garbage Can…",4.6,10.99,2308,Automotive,Interior Accessories,2308
2013,"GREENIES Pill Pockets Natural Dog Treats, Capsule Size, Chicken Flavor",4.7,5.79,13699,Pet Supplies,Dogs,13699
2014,The Board Dudes Dry Erase Calendar Aluminium Frame 20x16,4.6,19.41,2162,Office Products,Presentation Boards,2162
2015,"Munchkin Float and Play Bubbles Bath Toy, 4 Count",4.8,9.18,8680,Toys & Games,Baby & Toddler Toys,8680
2016,"YINENN Bath Tub Shower Mat 40x16 Inch Non-Slip and Latex Free,Bathtub Mat with Suction Cups, Machine Washable Bathroom…",4.5,8.99,8514,Home & Kitchen,Bath,8514
2017,"Kodak PIXPRO Astro Zoom AZ421-BK 16MP Digital Camera with 42X Optical Zoom and 3"" LCD Screen (Black)",4.3,159.95,1512,Electronics,Point & Shoot Digital Cameras,1512
2018,"ASUS F512JA-AS34 VivoBook 15 Thin And Light Laptop, 15.6” FHD Display, Intel i3-1005G1 CPU, 8GB RAM, 128GB SSD, Backlit…",4.5,468.00,2899,Electronics,Laptops,2899
2019,Dr. Scholl's Work Insoles // All-Day Shock Absorption and Reinforced Arch Support that Fits in Work Boots and More (for…,4.4,10.88,19505,"Clothing, Shoes & Jewelry","Shoe, Jewelry & Watch Accessories",19505
2020,"Ring Spotlight Cam Battery HD Security Camera with Built Two-Way Talk and a Siren Alarm, Black, Works with Alexa",4.6,199.99,12173,Amazon Devices & Accessories,Amazon Devices,12173
2021,"Sondiko Butane Torch, Culinary Torch Refillable Kitchen Butane Torch Lighter with Safety Lock and Adjustable Flame for…",4.6,17.99,8226,Home & Kitchen,Bakeware,8226
2022,"400 to 3000 Assorted Grit Sandpaper for Wood Furniture Finishing, Metal Sanding and Automotive Polishing, Dry or Wet…",4.6,7.99,4692,Industrial & Scientific,Abrasive & Finishing Products,4692
2023,"SAMSUNG T5 Portable SSD 1TB - Up to 540MB/s - USB 3.1 External Solid State Drive, Black (MU-PA1T0B/AM)",4.8,139.99,4923,Electronics,Computer Components,4923
2024,"Happy Tot Organic Stage 4 Super Foods Apples & Butternut Squash + Super Chia, 4.22 Ounce Pouch (Pack of 16) (Packaging…",4.7,9.01,3129,Baby,Baby Foods,3129
2025,"6 Pack | 5'' Cabinet Pulls Matte Black Stainless Steel Kitchen Drawer Pulls Cabinet Handles 5”Length, 3” Hole Center",4.7,9.99,5011,Tools & Home Improvement,Hardware,5011
2026,"eSUN PLA PRO (PLA+) 3D Printer Filament, Dimensional Accuracy +/- 0.03 mm, 1 kg Spool, 1.75 mm, Bone White (Pantone…",4.5,22.99,807,Industrial & Scientific,Additive Manufacturing Products,807
2027,"DUcare Flat Top Kabuki Foundation Brush, Synthetic Professional Liquid Blending Mineral Powder Makeup Tools, Rose Golden…",4.5,9.99,3994,Beauty & Personal Care,Tools & Accessories,3994
2028,"Kerasal Intensive Foot Repair, Deeply Moisturizes - Visible Results in Just 1 Day - 1 Ounce",4.4,7.84,16256,Beauty & Personal Care,"Foot, Hand & Nail Care",16256
2029,"Amazon Brand - Solimo Lawn & Leaf Drawstring Trash Bags, 39 Gallon, 40 Count",4.7,12.35,4370,"Patio, Lawn & Garden",Gardening,4370
2030,"Pilot Automotive WH553-14S-BS Black/Silver 14 Inch 14"" Spyder Performance Wheel Cover | Pack of 4 | Fits Toyota…",4.2,44.99,7664,Automotive,Wheels & Tires,7664
2031,Carhartt Men's Washed Duck Work Dungaree Pant,4.5,31.11,5945,"Clothing, Shoes & Jewelry","Uniforms, Work & Safety",5945
2032,"Gerber Purees 2nd Foods Veggie & Fruit Variety Pack, 8 Ounces, Box of 16 (Packaging May Vary)",4.8,21.50,1970,Baby,Baby Foods,1970
2033,"Avatar, The Last Airbender: The Rise of Kyoshi (The Kyoshi Novels)",4.9,14.69,2552,Books,Comics & Graphic Novels,2552
2034,"Collagen Face Moisturizer by L'Oreal Paris Skin Care, Day and Night Cream, Anti-Aging Face, Neck and Chest Cream to…",4.5,8.98,11392,Beauty & Personal Care,Skin Care,11392
2035,My Own Words,4.8,10.97,2089,Books,Politics & Social Sciences,2089
2036,mDesign Compact Freestanding Plastic Toilet Bowl Brush and Holder for Bathroom Storage and Organization - Space Saving…,4.6,10.99,10833,Home & Kitchen,Bath,10833
2037,"Lansinoh Lanolin Nipple Cream for Breastfeeding, 1.41 Ounce Full Size Tube, Soothing Lanolin Balm, Safe for Nursing Moms…",4.8,8.25,14906,Baby,Baby Care,14906
2038,Blulu 12 Pieces Educational Math Posters for Kids with 80 Glue Point Dot for Elementary and Middle School Classroom…,4.8,16.99,2903,Industrial & Scientific,Science Education,2903
2039,KES 9 Inches Hand Towel Bar Bathroom Towel Holder Kitchen Dish Cloths Hanger SUS304 Stainless Steel RUSTPROOF Wall Mount…,4.7,13.50,3616,Tools & Home Improvement,Kitchen & Bath Fixtures,3616
2040,The Children's Place Boys' Pull On Cargo Pants,4.6,9.98,4602,"Clothing, Shoes & Jewelry",Boys,4602
2041,"Duck MAX Strength Heavy Duty Insulating Film for Patio Door/Extra Large Window, 84-Inch x 120-Inch, Indoor, 284352",4.5,7.97,1844,Home & Kitchen,"Heating, Cooling & Air Quality",1844
2042,Mendini by Cecilio Brass Bb Trumpet with Durable Deluxe Case and 1 Year Warranty (Black),4.5,99.99,2092,Musical Instruments,Band & Orchestra,2092
2043,"RC Cars Stunt Car Toy, Amicool 4WD 2.4Ghz Remote Control Car Double Sided Rotating Vehicles 360° Flips, Kids Toy Cars…",4.4,25.99,2423,Toys & Games,Hobbies,2423
2044,"Pyrex Glass Measuring Cup Set (3-Piece, Microwave and Oven Safe),Clear",4.9,17.99,22248,Home & Kitchen,Kitchen Utensils & Gadgets,22248
2045,"Coravin - Wine Preservation System Capsules, Pack of 2",4.5,17.95,1443,Home & Kitchen,Wine Accessories,1443
2046,Fisher-Price Rock - A - Stack,4.9,4.99,2989,Toys & Games,Baby & Toddler Toys,2989
2047,Coogam Wooden Blocks Puzzle Brain Teasers Toy Tangram Jigsaw Intelligence Colorful 3D Russian Blocks Game STEM…,4.6,7.99,3374,Toys & Games,Puzzles,3374
2048,"Purina Pro Plan Sensitive Skin & Stomach, High Protein Adult Dry Dog Food & Wet Dog Food (Packaging May Vary)",4.7,14.48,8318,Pet Supplies,Dogs,8318
2049,Apple iPad 9.7inch with WiFi 32GB- Space Gray (2017 Model) (Renewed),4.6,249.00,2333,Electronics,Tablets,2333
2050,"JETech Case for iPhone SE 2020 2nd Generation, iPhone 8 and iPhone 7, 4.7-Inch, Shockproof Bumper Cover, Anti-Scratch…",4.6,5.49,57704,Cell Phones & Accessories,"Cases, Holsters & Clips",57704
2051,"6 Sized 9"" Heavy Duty Leather Hole Punch Hand Pliers Belt Holes Punches Professional",4.2,6.88,4483,Industrial & Scientific,Cutting Tools,4483
2052,"12 Pack Sanding Sponge,Sackorange Coarse/Medium/Fine/Superfine 6 Different Specifications Sanding Blocks Assortment…",4.6,10.79,1230,Industrial & Scientific,Abrasive & Finishing Products,1230
2053,"Garmin 010-01689-00 Forerunner 35; Easy-to-Use GPS Running Watch, Black",4.5,103.36,7781,Electronics,GPS & Navigation,7781
2054,Mulan (4K UHD),4.5,29.99,986,Movies & TV,Amazon Video,986
2055,Apple Watch Magnetic Charging Cable (1m),4.8,22.46,3731,Electronics,Wearable Technology,3731
2056,"50 States, 5,000 Ideas: Where to Go, When to Go, What to See, What to Do",4.5,6.46,5322,Books,Travel,5322
2057,Gold Bond Ultimate Intensive Healing Hand Cream 3 oz,4.8,3.48,2798,Beauty & Personal Care,"Foot, Hand & Nail Care",2798
2058,Gift for Her Personalized Birthstone Necklace for Mothers Initial Necklace for Women Gifts Birthstone Jewelry Family…,4.6,17.50,1146,Handmade Products,Jewelry,1146
2059,Libbey Stemless 12-Piece Wine Glass Party Set for Red and White Wines,4.7,19.43,2503,Home & Kitchen,Wine Accessories,2503
2060,Ring Solar Security Sign,4.8,14.99,1707,Amazon Devices & Accessories,Amazon Device Accessories,1707
2061,"HP VH240a 23.8-inch Full HD 1080p IPS LED Monitor with Built-in Speakers and VESA Mounting, Rotating Portrait…",4.7,155.00,14823,Electronics,Computers & Accessories,14823
2062,Calvin Klein ck one Eau de Toilette,4.7,45.00,7474,Beauty & Personal Care,Fragrance,7474
2063,Polar Express 30th anniversary edition,4.9,7.89,4016,Books,Children's Books,4016
2064,Little Tikes 2 -in- 1 Snug 'n Secure Grow With Me Swing - Blue,4.8,26.99,11136,Toys & Games,Sports & Outdoor Play,11136
2065,"3M Black Super Weatherstrip Adhesive, 03602, 1 oz",4.6,4.49,2458,Automotive,Oils & Fluids,2458
2066,"Kalimba 17 Keys Thumb Piano, Easy to Learn Portable Musical Instrument Gifts for Kids Adult Beginners with Tuning Hammer…",4.8,27.95,1977,Musical Instruments,Keyboards,1977
2067,Amazon Exclusive Nikon SLR Lens Kit - 10-20mm +50mm f/1.8,4.8,216.95,6622,Electronics,Lenses,6622
2068,Melissa & Doug Take-Along Show-Horse Stable,4.8,21.94,2616,Toys & Games,Learning & Education,2616
2069,"Eastar 32 Key Melodica Instrument Keyboard Soprano With Mouthpiece ,Carrying Bag Black",4.7,19.99,971,Musical Instruments,Keyboards,971
2070,"GearLight LED Tactical Flashlight S1000 [2 PACK] - High Lumen, Zoomable, 5 Modes, Water Resistant, Handheld Light - Best…",4.7,16.99,24929,Tools & Home Improvement,Hardware,24929
2071,"OREO, RITZ, & CHIPS AHOY! Snack Variety Pack, Cracker Snacks, Cookie Snacks, Family Size - 3 Packs",4.7,11.88,1282,Grocery & Gourmet Food,Breads & Bakery,1282
2072,"OLLY Swift Energy Gummy, Pineapple Punch, B Vitamins, L Theanine, Caffeine from Green Tea, Chewable Supplement, 30 Count…",4.4,13.49,2440,Health & Household,Vitamins & Dietary Supplements,2440
2073,"Asus ROG Rapture GT-AX11000 AX11000 Tri-Band 10 Gigabit WiFi Router, Aiprotection Lifetime Security by Trend Micro…",4.3,449.99,1767,Computers & Accessories,Routers,1767
2074,Hudson Baby Unisex Baby Cozy Fleece and Sherpa Booties,4.8,8.42,4691,"Clothing, Shoes & Jewelry",Baby,4691
2075,"Happy Baby Organic Clearly Crafted Stage 2 Baby Food Apples, Blueberries & Oats, 4 Ounce (16 Count)",4.7,14.24,2466,Baby,Baby Foods,2466
2076,Blue Ribbon Balloon Time Disposable Helium Tank 14.9 cu.ft - 50 Balloons and Ribbon Included,4.1,51.00,2237,Toys & Games,Party Supplies,2237
2077,"Condoms, Ultra Fine, Ribbed, Dotted with Delay Lubricant, Durex Performax Intense Natural Rubber Latex Condoms, 12 Count…",4.3,6.57,983,Health & Household,Sexual Wellness,983
2078,Levi's Men's 501 Original Fit Jeans,4.5,24.77,28307,"Clothing, Shoes & Jewelry",Men,28307
2079,Love Is Here To Stay,4.5,11.64,715,CDs & Vinyl,Jazz,715
2080,Vogue,4.3,19.99,1253,Magazine Subscriptions,Fashion & Style,1253
2081,Anpro Set of 15 Pack Ring Size Adjuster with 3 Sizes Clear Ring Sizer Resizer Fit for Loose Rings(Please See The Below…,4.3,3.90,8066,"Arts, Crafts & Sewing",Beading & Jewelry Making,8066
2082,"HP Pavilion 22cwa 21.5-Inch Full HD 1080p IPS LED Monitor, Tilt, VGA and HDMI (T4Q59AA) - Black",4.6,85.76,8031,Electronics,Monitors,8031
2083,"Frenchi Home Furnishing Coat Rack, 73"" H",4.4,19.87,9907,Home & Kitchen,Furniture,9907
2084,Manna Pro Bite-Size Nuggets Horse Treats - 4 LB,4.8,5.88,1081,Pet Supplies,Horses,1081
2085,"Sony Stereo CD/Cassette Boombox Home Audio Radio, Black (CFDS70BLK)",4.2,55.99,3910,Electronics,Portable Audio & Video,3910
2086,Allure,4.2,5.00,786,Magazine Subscriptions,Fashion & Style,786
2087,"Regalo Swing Down Bed Rail Guard, with Reinforced Anchor Safety System",4.3,22.94,8459,Baby,Safety,8459
2088,Nizoral Anti-Dandruff Shampoo,4.5,14.84,24552,Beauty & Personal Care,Hair Care,24552
2089,Artlicious Canvas Panels 12 Pack - 8 inch x 10 inch Super Value Pack - Artist Canvas Boards for Painting,4.7,12.99,10399,"Arts, Crafts & Sewing","Painting, Drawing & Art Supplies",10399
2090,Connecting Threads 100% Cotton Thread Sets - 1200 Yard Spools (Set of 10 - Black),4.8,36.99,1978,"Arts, Crafts & Sewing",Thread & Floss,1978
2091,NETGEAR Nighthawk X6 Smart WiFi Router (R8000) - AC3200 Tri-band Wireless Speed (up to 3200 Mbps) | Up to 3500 sq ft…,4.3,229.99,57347,Computers & Accessories,Routers,57347
2092,"Presto 08800 EverSharp Electric Knife Sharpener, 2 stage, Black",4.5,29.97,7356,Home & Kitchen,Cutlery & Knife Accessories,7356
2093,My First Daily Magnetic Calendar | Weather Station for Kids | Moods and Emotions | Preschool Learning Toys | Classroom…,4.8,24.95,1113,Industrial & Scientific,Science Education,1113
2094,"Yootech Wireless Charger,Qi-Certified 10W Max Fast Wireless Charging Pad Compatible with iPhone 12/12 Mini/12 Pro Max/SE…",4.3,9.99,69985,Cell Phones & Accessories,Accessories,69985
2095,Rage,4.7,15.00,13112,Books,Politics & Social Sciences,13112
2096,LEGO Classic Creative Suitcase 10713 Building Kit (213 Pieces),4.8,15.99,5333,Toys & Games,Building & Construction Toys,5333
2097,Scheppend Original Adidog Pet Clothes for Dog Cat Puppy Hoodies Coat Winter Sweatshirt Warm Sweater Dog Outfits,4.3,9.28,18921,Pet Supplies,Dogs,18921
2098,"Gaming Headset for PS4, Xbox One, PC, Laptop, Mac, Nintendo Switch, PHOINIKAS 3.5MM PS4 Headset with Mic, Over Ear…",4.4,20.99,1283,Video Games,Xbox 360,1283
2099,"Emergen-C, Vitamin C 1000mg Pwdr Sup Orange, 30 Ct",4.9,8.69,7423,Health & Household,Vitamins & Dietary Supplements,7423
2100,HP 65 | Ink Cartridge | Black | N9K02AN,4.7,15.89,22506,Office Products,Office Supplies,22506
2101,"Sceptre E248W-19203R 24"" Ultra Thin 75Hz 1080p LED Monitor 2x HDMI VGA Build-in Speakers, Metallic Black 2018",4.6,104.68,8543,Electronics,Monitors,8543
2102,Facing Future,4.7,13.99,1629,CDs & Vinyl,World Music,1629
2103,Melissa & Doug See & Spell,4.8,14.32,5462,Toys & Games,Puzzles,5462
2104,Melissa & Doug Safari Buddies Hand Puppets Puppet Set (Frustration-Free Packaging),4.7,21.99,706,Toys & Games,Puppets & Puppet Theaters,706
2105,"Rain-X WeatherBeater Wiper Blade, 18"" - 2 Pack",4.5,1.00,9460,Automotive,Replacement Parts,9460
2106,"CASOFU Burritos Blanket, Giant Flour Tortilla Throw Blanket, Novelty Tortilla Blanket for Your Family, Soft and…",4.8,19.99,15543,Toys & Games,Kids' Furniture & Room Décor,15543
2107,Entrepreneur Magazine,4.3,9.99,809,Magazine Subscriptions,Business & Finance,809
2108,"KIND Protein Bars, Almond Butter Dark Chocolate, Gluten Free, 12g Protein, 1.76 Ounce, 12 Count",4.7,5.00,2138,Grocery & Gourmet Food,Breakfast Foods,2138
2109,Nature's Bounty Zinc 50 mg Caplets 100 ea,4.7,2.74,16336,Health & Household,Vitamins & Dietary Supplements,16336
2110,HP 63XL | Ink Cartridge | Black | F6U64AN,4.7,43.95,12796,Electronics,Computer Accessories & Peripherals,12796
2111,"Haley's Corker 5-in-1 Wine Aerator, Stopper, Pourer, Filter and Re-Corker, 2 Pack, Standard",4.7,7.30,4307,Kitchen & Dining,Bar Tools & Drinkware,4307
2112,"Nerf Rampage N-Strike Elite Toy Blaster with 25 Dart Drum Slam Fire & 25 Official Elite Foam Darts for Kids, Teens…",4.5,30.35,3186,Toys & Games,Sports & Outdoor Play,3186
2113,"AquaDance 7"" Premium High Pressure 3-Way Rainfall Combo for The Best of Both Worlds – Enjoy Luxurious Rain Showerhead…",4.5,39.99,14071,Tools & Home Improvement,Kitchen & Bath Fixtures,14071
2114,"USB 3.0 Switch Selector,ABLEWE KVM Switcher Adapter 4 Port USB Peripheral Switcher Box Hub for Mouse, Keyboard, Scanner…",4.3,21.99,3537,Computers & Accessories,External Components,3537
2115,Hanes Men's 5-Pack Sports-Inspired Cool Dri Boxer Brief,4.6,15.49,18470,"Clothing, Shoes & Jewelry",Men,18470
2116,"3Pcs Durable Honeycomb Mesh Laundry Bags for Delicates (1 Large 16 x 20 Inches, 1 Medium 12 x 16 Inches, 1 Small 9 x 12…",4.7,5.99,1973,Home & Kitchen,Storage & Organization,1973
2117,"TENS Electrodes, Super Value 20 Replacement Electrode Pads for TENS Units, Snap TENS Unit Electrodes",4.7,9.75,1879,Industrial & Scientific,"Test, Measure & Inspect",1879
2118,"Kidde 21026043, Battery-Operated(Not Hardwired) Combination Smoke/Carbon Monoxide Alarm with Voice Warning KN-COSM-BA…",4.7,21.15,9833,Tools & Home Improvement,Safety & Security,9833
2119,"Takeya Patented Deluxe Cold Brew Coffee Maker, One Quart, Black",4.7,19.99,21559,Kitchen & Dining,"Coffee, Tea & Espresso Appliances",21559
2120,"FYOUNG Charger for Nintendo Switch Joy Cons Controllers, Charging Dock Base Station for Nintendo Switch Joy-Con with…",4.7,13.99,722,Video Games,Wii,722
2121,Delta Faucet R10000-UNBX MultiChoice Universal Tub and Shower Valve Body for Tub Faucet Trim Kits,4.6,30.10,2203,Tools & Home Improvement,Rough Plumbing,2203
2122,"Bond Manufacturing 63172 Newcastle Propane Firebowl Column Realistic Look Firepit Heater Lava Rock 40,000 BTU Outdoor…",4.8,255.24,730,"Patio, Lawn & Garden",Outdoor Heating,730
2123,"TubShroom Ultra Revolutionary Bath Tub Drain Protector Hair Catcher/Strainer/Snare, Stainless Steel",4.7,14.99,10931,Tools & Home Improvement,Kitchen & Bath Fixtures,10931
2124,ALWAYS Women Drawstrings Jogger Sweatpants - Premium Soft Stretch Pockets Pants,4.3,12.95,7139,"Clothing, Shoes & Jewelry",Novelty & More,7139
2125,Handwriting Practice Paper: 100 Blank Writing Pages - For Students Learning to Write Letters,4.7,4.25,3904,Books,Test Preparation,3904
2126,Tulip One-Step Dye Kits- Black,4.7,5.98,2408,"Arts, Crafts & Sewing",Fabric Painting & Dyeing,2408
2127,Esquire,4.0,15.00,661,Magazine Subscriptions,Fashion & Style,661
2128,Cool Protection Stand - 3D Mask Bracket - Face Mask Inner Support Frame - Plastic Bracket - More Space for Comfortable…,3.9,11.80,2960,Health & Household,Health Care,2960
2129,"Invisible Ink Pen, MALEDEN Upgraded Spy Pen Invisible Ink Pen with UV Light Magic Marker for Secret Message and Kids…",4.6,8.49,2531,Toys & Games,Novelty & Gag Toys,2531
2130,Ovente Electric Hot Water Portable Glass Kettle with Filter 1.5 Liter Stainless Steel Base Countertop Teapot & Auto…,4.5,18.50,18149,Kitchen & Dining,"Coffee, Tea & Espresso Appliances",18149
2131,"Carote Nonstick Frying Pan Set/Fry Pan Set/Cookware Set,3-Piece,8-Inch 9.5-Inch and 12-Inch,Black",4.6,13.99,9219,Home & Kitchen,Cookware,9219
2132,Andis Cool Care Plus Clipper Blade Cleaner,4.8,7.79,4987,Pet Supplies,Horses,4987
2133,AmazonBasics Foldable Clothes Drying Laundry Rack - Chrome,4.7,29.49,21304,Home & Kitchen,Storage & Organization,21304
2134,Magical Flames Vibrant & Colorful Flames for Wood Burning Fires (50 Pack),4.7,34.95,937,"Patio, Lawn & Garden",Outdoor Heating,937
2135,"FLAGPOWER Gaming Keyboard and Mouse Combo, Rainbow Backlit Mechanical Feeling Keyboard with 4 Colors Breathing LED…",4.4,21.99,2165,Video Games,PC Games,2165
2136,"VTech Touch and Swipe Baby Phone, Blue",4.3,14.96,11022,Toys & Games,Pretend Play,11022
2137,"Amazer Shower Curtain Hooks, Rust-Resistant Metal Glide Shower Hooks Rings for Bathroom Shower Curtains Rods, Set of 12…",4.6,3.99,2617,Tools & Home Improvement,Kitchen & Bath Fixtures,2617
2138,"Greenworks 2600402 Pro 80V 20-Inch Cordless Snow Thrower, 2Ah Battery & Charger Included",3.9,369.56,945,"Patio, Lawn & Garden",Snow Removal,945
2139,"Brita Ultra Max with 1 Longlast Filter, Extra Large 18 Cup, Black",4.7,34.87,16269,Tools & Home Improvement,Kitchen & Bath Fixtures,16269
2140,"WOSTOO Piano Keyboard 49 Key, Portable Electronic Kids Keyboard Piano Educational Toy, Digital Music Piano Keyboard with…",4.1,32.99,860,Musical Instruments,Keyboards,860
2141,"Uniden UM385 25 Watt Fixed Mount Marine Vhf Radio, Waterproof IPX4 with Triple Watch, Dsc, Emergency/Noaa Weather Alert…",4.6,134.99,811,Electronics,Marine Electronics,811
2142,The Most Relaxing Classical Music in the Universe,4.5,10.85,1242,CDs & Vinyl,Classical,1242
2143,"Lavievert Jigsaw Puzzle Roll Mat Puzzle Storage Puzzle Saver, Environmental Friendly Material, Store Jigsaw Puzzles Up…",4.2,8.27,3995,Toys & Games,Puzzles,3995
